"","AITC.100uM"
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1983",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1984",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1986",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1988",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1989",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1990",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1993",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1994",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1995",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1996",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1997",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_1998",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2001",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2004",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2005",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2006",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2007",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2008",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2009",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2010",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2011",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2012",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2014",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2015",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2016",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2017",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2018",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2020",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2021",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2023",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2024",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2025",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2026",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2027",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2031",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2033",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2035",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2036",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2037",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2038",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2039",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2040",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2041",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2042",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2043",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2044",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2045",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2046",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2047",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2048",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2050",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2051",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2052",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2054",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2055",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2056",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2058",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2059",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2061",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2062",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2063",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2065",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2066",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2067",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2068",1
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2069",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2071",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2072",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2073",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2074",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2075",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2076",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2077",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2080",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2081",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2083",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2084",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2085",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2086",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2089",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2093",0
"RD_190615_93_f_m3_p1_CCI_ipsi__X_2094",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_1",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_2",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_3",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_5",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_7",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_9",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_10",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_11",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_12",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_13",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_15",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_17",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_19",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_20",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_21",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_22",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_25",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_27",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_29",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_30",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_31",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_33",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_34",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_35",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_36",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_38",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_39",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_40",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_41",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_46",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_48",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_51",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_52",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_53",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_55",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_56",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_59",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_60",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_61",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_62",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_63",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_64",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_66",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_72",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_75",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_76",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_77",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_79",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_80",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_81",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_85",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_87",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_89",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_90",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_91",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_94",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_96",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_98",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_100",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_102",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_103",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_104",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_105",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_109",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_113",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_114",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_120",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_121",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_122",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_124",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_125",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_128",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_129",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_130",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_132",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_135",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_136",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_137",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_139",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_140",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_141",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_143",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_144",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_145",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_147",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_148",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_150",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_151",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_152",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_154",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_155",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_156",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_157",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_158",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_160",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_161",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_163",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_164",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_165",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_166",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_167",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_172",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_173",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_176",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_177",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_179",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_180",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_183",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_184",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_189",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_191",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_192",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_197",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_199",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_200",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_202",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_203",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_204",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_205",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_206",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_207",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_208",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_210",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_211",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_212",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_213",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_214",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_215",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_216",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_217",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_221",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_222",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_224",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_225",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_226",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_229",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_230",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_232",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_234",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_235",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_237",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_238",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_239",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_240",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_242",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_246",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_247",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_248",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_249",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_250",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_251",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_252",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_253",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_254",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_260",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_262",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_266",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_267",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_269",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_270",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_271",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_272",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_273",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_274",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_275",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_277",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_278",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_279",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_280",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_281",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_282",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_283",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_288",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_289",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_290",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_292",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_295",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_296",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_297",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_298",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_299",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_302",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_303",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_307",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_308",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_309",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_311",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_313",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_314",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_315",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_316",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_317",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_318",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_319",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_320",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_321",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_322",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_323",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_326",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_327",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_329",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_330",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_332",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_333",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_334",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_336",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_337",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_338",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_340",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_342",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_343",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_344",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_345",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_347",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_348",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_350",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_352",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_353",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_354",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_355",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_356",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_361",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_362",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_363",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_364",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_368",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_370",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_371",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_372",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_379",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_380",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_381",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_383",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_384",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_385",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_386",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_387",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_388",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_389",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_390",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_391",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_392",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_394",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_396",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_398",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_400",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_401",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_402",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_403",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_404",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_405",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_408",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_409",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_410",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_411",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_412",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_413",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_414",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_415",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_416",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_418",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_419",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_420",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_422",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_424",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_425",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_426",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_427",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_432",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_433",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_434",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_435",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_437",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_438",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_439",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_443",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_444",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_445",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_446",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_447",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_449",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_451",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_452",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_453",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_455",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_456",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_457",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_458",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_462",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_464",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_466",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_469",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_470",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_471",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_472",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_473",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_474",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_475",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_477",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_478",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_479",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_480",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_482",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_483",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_486",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_487",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_488",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_489",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_490",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_491",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_493",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_494",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_495",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_496",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_497",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_499",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_500",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_503",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_504",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_505",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_506",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_507",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_509",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_510",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_511",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_513",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_514",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_515",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_516",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_517",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_518",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_521",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_526",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_527",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_528",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_531",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_532",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_534",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_535",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_540",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_542",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_543",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_547",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_549",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_552",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_553",1
"RD_190615_f_93_m1_p1_CCI_ipsi__X_556",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_557",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_558",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_559",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_560",0
"RD_190615_f_93_m1_p1_CCI_ipsi__X_563",0
